,name,playtime,number of platforms,platforms,number of stores,stores,genres,release date,rating,max rating,rating count,metacritic score,added
5831,Snow Fortress - Quest Edition,0,1,['Android'],1,['itch.io'],"['Shooter', 'Action']",2019-09-13,0.0,0,0,,
5832,Symphonic Arena,0,1,['PC'],1,['itch.io'],"['Action', 'Fighting']",2019-09-13,0.0,0,0,,
5833,AWAY (itch) (Ben Marquez Keenan),0,3,"['PC', 'Apple Macintosh', 'Web']",1,['itch.io'],['Action'],2019-09-12,0.0,0,0,,
5834,NIMROD,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-09-12,0.0,0,0,,
5835,Ether,0,1,['PC'],1,['itch.io'],[],2019-09-12,0.0,0,0,,
5836,Regular Show.EXE,0,1,['PC'],1,['itch.io'],[],2019-09-12,0.0,0,0,,
5837,In class test space invaders,0,1,['Web'],1,['itch.io'],['Shooter'],2019-09-12,0.0,0,0,,
5838,Quickway,0,1,['PC'],1,['itch.io'],['Action'],2019-09-12,0.0,0,0,,
5839,Eternal Concord (itch),0,1,['PC'],1,['itch.io'],['RPG'],2019-09-12,0.0,0,0,,
5840,5 Minute Wizard,0,1,['Web'],1,['itch.io'],['Action'],2019-09-12,0.0,0,0,,
5841,5 Minute Flexer,0,1,['Web'],1,['itch.io'],['Action'],2019-09-12,0.0,0,0,,
5842,Kawaii Hero,0,1,['Web'],1,['itch.io'],['Adventure'],2019-09-12,0.0,0,0,,
5843,Space space (ginodp2015),0,1,['PC'],1,['itch.io'],"['Shooter', 'Strategy']",2019-09-11,0.0,0,0,,
5844,Loser Man Goes Running,0,1,['Android'],1,['itch.io'],[],2019-09-12,0.0,0,0,,
5845,Ride&Live Lunger,0,1,['PC'],1,['itch.io'],['Simulation'],2019-09-12,0.0,0,0,,
5846,Asteroids Destroy,0,1,['Web'],1,['itch.io'],['Adventure'],2019-09-12,0.0,0,0,,
5847,성주들의 모험,0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-12,0.0,0,0,,
5848,breathing techniques,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],[],2019-09-12,0.0,0,0,,
5849,Axefetchem,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],[],2019-09-12,0.0,0,0,,
5850,Meters and levels,0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-12,0.0,0,0,,
5851,RPS Quest,0,1,['Web'],1,['itch.io'],['Adventure'],2019-09-12,0.0,0,0,,
5852,FORMENTERA TALES,0,1,['Web'],1,['itch.io'],"['Adventure', 'RPG']",2019-09-12,0.0,0,0,,
5853,Snowball (itch) (Robert Brooks),0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-12,0.0,0,0,,
5854,Saving the King's Princess,0,1,['PC'],1,['itch.io'],['Action'],2019-09-12,0.0,0,0,,
5855,Phaser3 + Matter Platformer Template,0,1,['Web'],1,['itch.io'],[],2019-09-12,0.0,0,0,,
5856,Tiki character,0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-12,0.0,0,0,,
5857,Night Intruders,0,1,['PC'],1,['itch.io'],['Action'],2019-09-12,0.0,0,0,,
5858,Knife Hit (itch) (onsan),0,1,['Web'],1,['itch.io'],[],2019-09-12,0.0,0,0,,
5859,Flapping Bird (onsan),0,1,['Web'],1,['itch.io'],[],2019-09-12,0.0,0,0,,
5860,Maxs car game,0,1,['Web'],1,['itch.io'],['Action'],2019-09-12,0.0,0,0,,
5861,5 Minute Firefighter,0,1,['PC'],1,['itch.io'],['Action'],2019-09-12,0.0,0,0,,
5862,Kill A Ghost!,0,1,['Web'],1,['itch.io'],[],2019-09-11,0.0,0,0,,
5863,Ridiculous Minigolf,0,1,['PC'],1,['itch.io'],['Simulation'],2019-09-11,0.0,0,0,,
5864,jiggler's big night,0,1,['Web'],1,['itch.io'],[],2019-09-11,0.0,0,0,,
5865,The Hand Man,0,1,['PC'],1,['itch.io'],['Action'],2019-09-11,0.0,0,0,,
5866,Symmetry Wars,0,1,['PC'],1,['itch.io'],"['Shooter', 'Strategy', 'Action']",2019-09-11,0.0,0,0,,
5867,Snake Jump Clone,0,1,['Web'],1,['itch.io'],['Action'],2019-09-11,0.0,0,0,,
5868,dimitri dating sim,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],[],2019-09-11,0.0,0,0,,
5869,"In the Shelter, In the Cards",0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],[],2019-09-11,0.0,0,0,,
5870,Sleeping Terrors,0,1,['PC'],1,['itch.io'],['Shooter'],2019-09-11,0.0,0,0,,
5871,Bartok (a_tasja),0,1,['Web'],1,['itch.io'],[],2019-09-11,0.0,0,0,,
5872,Super Hurt,0,1,['PC'],1,['itch.io'],"['Shooter', 'Action', 'Puzzle']",2019-09-11,0.0,0,0,,
5873,shotwars.io,0,1,['Web'],1,['itch.io'],"['Shooter', 'Action']",2019-09-11,0.0,0,0,,
5874,Animated explorer,0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-11,0.0,0,0,,
5875,Make anything fly,0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-11,0.0,0,0,,
5876,Yeti (Robert Brooks),0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-11,0.0,0,0,,
5877,CramFLASH CCNA router commands 30 Random FlashCards,0,1,['Web'],1,['itch.io'],[],2019-09-11,0.0,0,0,,
5878,Spiky traps,0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-11,0.0,0,0,,
5879,Touch Numbers,0,1,['Android'],1,['itch.io'],[],2019-09-11,0.0,0,0,,
5880,YASNAKE,0,1,['PC'],1,['itch.io'],['Action'],2019-09-11,0.0,0,0,,
5881,The Boxy Boys,0,1,['Web'],1,['itch.io'],['Shooter'],2019-09-11,0.0,0,0,,
5882,Water Balloonz,0,4,"['PC', 'Android', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-09-11,0.0,0,0,,
5883,Little Islands (isaroy),0,1,['PC'],1,['itch.io'],[],2019-09-11,0.0,0,0,,
5884,ODYWW,0,1,['Android'],1,['itch.io'],['Shooter'],2019-09-11,0.0,0,0,,
5885,Arabic Letters Plus,0,1,['Android'],1,['itch.io'],['Educational'],2019-09-10,0.0,0,0,,
5886,forever night (TitoStudio),0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-10,0.0,0,0,,
5887,Pizza Mower 3,0,1,['Web'],1,['itch.io'],['Platformer'],2019-09-10,0.0,0,0,,
5888,The Grocery Store Game: Find Mom,0,1,['Web'],1,['itch.io'],[],2019-09-10,0.0,0,0,,
5889,Reino Felino,0,1,['PC'],1,['itch.io'],[],2019-09-10,0.0,0,0,,
5890,Galaxy Shooter (Bruno_Guedes),0,1,['PC'],1,['itch.io'],['Shooter'],2019-09-10,0.0,0,0,,
5891,NARWHAR Project Hornwhale,0,2,"['PC', 'Linux']",2,"['Steam', 'itch.io']","['Shooter', 'Indie', 'Action']",2019-09-10,0.0,0,0,,
5892,Falling Skies - The Space Shooter V1.1,0,1,['PC'],1,['itch.io'],"['Shooter', 'Action']",2019-09-10,0.0,0,0,,
5893,"The HighLine, but parappa's there",0,1,['Web'],1,['itch.io'],[],2019-09-10,0.0,0,0,,
5894,VTD 151 2D Game,0,1,['Web'],1,['itch.io'],[],2019-09-10,0.0,0,0,,
5895,First 2D Game,0,1,['Web'],1,['itch.io'],['Puzzle'],2019-09-10,0.0,0,0,,
5896,Dimension Stuck,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-09-10,0.0,0,0,,
5897,CorpoSzczury: Ultimate CV Battle Royale,0,1,['PC'],1,['itch.io'],['Action'],2019-09-10,0.0,0,0,,
5898,Lion Legion,0,1,['PC'],1,['itch.io'],['Fighting'],2019-09-10,0.0,0,0,,
5899,Everything is a lie (Shrey),0,1,['PC'],1,['itch.io'],['Platformer'],2019-09-10,0.0,0,0,,
5900,Depiction,0,1,['Web'],1,['itch.io'],['Action'],2019-09-07,0.0,0,0,,
5901,Platshot,0,1,['Web'],1,['itch.io'],[],2019-09-10,0.0,0,0,,
5902,Toe,0,1,['PC'],1,['itch.io'],[],2019-09-10,0.0,0,0,,
5903,Gateway 2,0,1,['Web'],1,['itch.io'],"['Adventure', 'Puzzle']",2019-09-10,0.0,0,0,,
5904,Gibbs Runner (GibbsHybrid),0,4,"['PC', 'Android', 'Apple Macintosh', 'Web']",1,['itch.io'],['Platformer'],2019-09-10,0.0,0,0,,
5905,Toys Delivery,0,1,['PC'],1,['itch.io'],"['Adventure', 'Simulation']",2019-09-10,0.0,0,0,,
5906,I'm Going To The Moon,0,1,['PC'],1,['itch.io'],['Shooter'],2019-09-10,0.0,0,0,,
5907,Lyric Battle,0,2,"['PC', 'Web']",1,['itch.io'],[],2019-09-10,0.0,0,0,,
5908,Blink (itch) (Battledrake),0,1,['PC'],1,['itch.io'],[],2019-09-10,0.0,0,0,,
5909,Tough Coded Live IV,0,2,"['PC', 'Android']",1,['itch.io'],['Shooter'],2019-09-10,0.0,0,0,,
5910,Soul Stash,0,1,['PC'],1,['itch.io'],"['Platformer', 'Adventure']",2019-09-10,0.0,0,0,,
5911,Bullet Dodger,0,1,['PC'],1,['itch.io'],['Shooter'],2019-09-09,0.0,0,0,,
5912,Final Project (jkim3403),0,1,['PC'],1,['itch.io'],[],2019-09-09,0.0,0,0,,
5913,Un(family)ar,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-09-09,0.0,0,0,,
5914,Advent Cirno VR Experience,0,1,['PC'],1,['itch.io'],['Action'],2019-09-09,0.0,0,0,,
5915,Touhou Exchanger,0,2,"['PC', 'Web']",1,['itch.io'],['Puzzle'],2019-09-09,0.0,0,0,,
5916,Pong600,0,1,['Web'],1,['itch.io'],['Action'],2019-09-09,0.0,0,0,,
5917,Planet Switch,0,1,['Android'],1,['itch.io'],['Action'],2019-09-09,0.0,0,0,,
5918,Raw Run,0,1,['PC'],1,['itch.io'],[],2019-09-09,0.0,0,0,,
5919,WorldAdventure,0,1,['Web'],1,['itch.io'],['Platformer'],2019-09-09,0.0,0,0,,
5920,Sheng Tian - Episode 1,0,1,['PC'],1,['itch.io'],"['Educational', 'Puzzle']",2019-09-09,0.0,0,0,,
5921,Rowgue,0,2,"['PC', 'Linux']",1,['itch.io'],['RPG'],2019-09-09,0.0,0,0,,
5922,Possessed (itch) (Infotex),0,1,['PC'],1,['itch.io'],[],2019-09-09,0.0,0,0,,
5923,Descent (Sethios),0,1,['PC'],1,['itch.io'],"['Platformer', 'Adventure', 'Puzzle']",2019-09-09,0.0,0,0,,
5924,Myriad-Creation-Start,0,1,['Web'],1,['itch.io'],[],2019-09-09,0.0,0,0,,
5925,UNCOMFORT,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-09-09,0.0,0,0,,
5926,The Pool Room,0,1,['PC'],1,['itch.io'],"['Simulation', 'Sports']",2019-09-09,0.0,0,0,,
5927,Momentum (itch) (Skycer),0,1,['PC'],1,['itch.io'],['Action'],2019-09-09,0.0,0,0,,
5928,Vorgeus,0,1,['PC'],1,['itch.io'],['Platformer'],2019-09-09,0.0,0,0,,
5929,Spook Danger,0,1,['PC'],1,['itch.io'],"['Strategy', 'Adventure', 'Action']",2019-09-09,0.0,0,0,,
5930,Explosões no espaço - Henrique Vale,0,1,['Web'],1,['itch.io'],[],2019-09-09,0.0,0,0,,
5931,Music 2019,0,1,['PC'],1,['itch.io'],[],2019-09-09,0.0,0,0,,
5932,ORBOX - 100,0,1,['PC'],1,['itch.io'],[],2019-09-09,0.0,0,0,,
5933,Black Lodge - The Art of David Lynch,0,1,['PC'],1,['itch.io'],['Adventure'],2019-09-09,0.0,0,0,,
5934,Advanced Education: Fit of Rage,0,1,['PC'],1,['itch.io'],"['Adventure', 'RPG']",2019-09-09,0.0,0,0,,
5935,Dragões no espaço - Alexandre Macedo,0,1,['Web'],1,['itch.io'],[],2019-09-09,0.0,0,0,,
5936,Before the beginning,0,1,['PC'],1,['itch.io'],[],2019-09-09,0.0,0,0,,
5937,Happyface's Balloon Game 2,0,3,"['PC', 'Android', 'Apple Macintosh']",1,['itch.io'],"['Platformer', 'Adventure']",2019-09-09,0.0,0,0,,
5938,PAI Asyik Seri Iman Kepada Malaikat-Malaikat Allah SWT,0,1,['Web'],1,['itch.io'],['Educational'],2019-09-09,0.0,0,0,,
5939,Junk Rocket (Langberus),0,1,['Web'],1,['itch.io'],['Puzzle'],2019-09-09,0.0,0,0,,
5940,Stormcaller (Daitli),0,1,['Web'],1,['itch.io'],[],2019-09-09,0.0,0,0,,
5941,InsideDBook,0,1,['PC'],1,['itch.io'],"['Action', 'Fighting']",2019-07-02,0.0,0,0,,
5942,Noise (itch) (Kapouett),0,3,"['PC', 'Linux', 'Web']",1,['itch.io'],['Platformer'],2019-07-02,0.0,0,0,,
5943,NavMeshDemo,0,1,['Web'],1,['itch.io'],[],2019-07-02,0.0,0,0,,
5944,Foxnapped,0,1,['PC'],1,['itch.io'],"['Platformer', 'Adventure']",2019-07-02,0.0,0,0,,
5945,BoxJump (te-nick),0,2,"['PC', 'Linux']",1,['itch.io'],['Platformer'],2019-07-02,0.0,0,0,,
5946,TRASH MOUNTAIN (Andrew Karalis),0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-07-02,0.0,0,0,,
5947,Loves Hardest Game,0,1,['PC'],1,['itch.io'],[],2019-07-02,0.0,0,0,,
5948,BoxGun,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],"['Shooter', 'Platformer', 'Puzzle']",2019-07-02,0.0,0,0,,
5949,Devious (itch) (xxmissarichanxx),0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-07-02,0.0,0,0,,
5950,Skee,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],"['Simulation', 'Sports']",2019-07-02,0.0,0,0,,
5951,TowerDefenseSimulator,0,1,['PC'],1,['itch.io'],['Simulation'],2019-07-02,0.0,0,0,,
5952,Hamsterzilla,0,1,['PC'],1,['itch.io'],"['Shooter', 'Action']",2019-07-01,0.0,0,0,,
5953,JustCyber,0,2,"['PC', 'Linux']",1,['itch.io'],['Platformer'],2019-07-01,0.0,0,0,,
5954,To the Station!,0,2,"['PC', 'Web']",1,['itch.io'],['Racing'],2019-07-01,0.0,0,0,,
5955,A bit like spiders,0,1,['Web'],1,['itch.io'],[],2019-07-01,0.0,0,0,,
5956,WOODEN LABYRINTH,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-07-01,0.0,0,0,,
5957,Aw Rats!,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Platformer'],2019-07-01,0.0,0,0,,
5958,Boat'em'Up,0,1,['Android'],1,['itch.io'],['Adventure'],2019-07-01,0.0,0,0,,
5959,I'm Not Your Friend,0,1,['PC'],1,['itch.io'],['Platformer'],2019-07-01,0.0,0,0,,
5960,Planetary Shuffle,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Educational'],2019-07-01,0.0,0,0,,
5961,Dreams (itch) (Mahfuz Ahmed),0,1,['PC'],1,['itch.io'],['Platformer'],2019-07-01,0.0,0,0,,
5962,Cave Crawlers,0,1,['PC'],1,['itch.io'],[],2019-07-01,0.0,0,0,,
5963,Wheelchair of Death (VR),0,1,['PC'],1,['itch.io'],['Simulation'],2019-07-01,0.0,0,0,,
5964,Tap Tap Flamingo,0,1,['PC'],1,['itch.io'],[],2019-07-01,0.0,0,0,,
5965,The Dark Survivor,0,1,['PC'],1,['itch.io'],"['Shooter', 'Strategy']",2019-07-01,0.0,0,0,,
5966,Protect It!,0,1,['Android'],1,['itch.io'],['Action'],2019-06-30,0.0,0,0,,
5967,PPDD Mac Edition,0,1,['Apple Macintosh'],1,['itch.io'],"['Action', 'Fighting']",2019-06-30,0.0,0,0,,
5968,Knight Bewitched (itch),0,1,['PC'],1,['itch.io'],['RPG'],2019-06-29,0.0,0,0,,
5969,Baddity,0,4,"['PC', 'Apple Macintosh', 'Linux', 'Web']",1,['itch.io'],['Shooter'],2019-06-29,0.0,0,0,,
5970,Vibot,0,1,['PC'],1,['itch.io'],"['Action', 'Simulation']",2019-07-01,0.0,0,0,,
5971,5 nights with Damir 3,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-07-01,0.0,0,0,,
5972,Mall Rail Shooter Project,0,1,['Web'],1,['itch.io'],['Shooter'],2019-07-01,0.0,0,0,,
5973,Real Man Simulator,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],['Simulation'],2019-06-30,0.0,0,0,,
5974,Yotsubahou Reiiden ~ Crisis of Western Oriental Land,0,2,"['PC', 'Web']",1,['itch.io'],['Shooter'],2019-07-01,0.0,0,0,,
5975,Project Knight [DEMO],0,1,['PC'],1,['itch.io'],"['Adventure', 'Action']",2019-07-01,0.0,0,0,,
5976,Allegrezza Harmony (Demo),0,1,['PC'],1,['itch.io'],"['Adventure', 'RPG']",2019-07-01,0.0,0,0,,
5977,"Regrettably, It's Sokoban",0,1,['Web'],1,['itch.io'],[],2019-07-01,0.0,0,0,,
5978,Royal Silver Tin Cinema,0,1,['Web'],1,['itch.io'],[],2019-07-01,0.0,0,0,,
5979,FoxTale,0,1,['Web'],1,['itch.io'],['Platformer'],2019-07-01,0.0,0,0,,
5980,Zombie Madagascar,0,1,['PC'],1,['itch.io'],['Shooter'],2019-07-01,0.0,0,1,,
5981,Gem Thief (Willoww),0,1,['PC'],1,['itch.io'],['Adventure'],2019-07-01,0.0,0,0,,
5982,Zerp (2014),0,2,"['PC', 'Linux']",1,['itch.io'],[],2019-07-01,0.0,0,0,,
5983,Puneic Lab (Rename Exe),0,1,['PC'],1,['itch.io'],['Puzzle'],2019-07-01,0.0,0,0,,
5984,Teste sobre conjuntos de linguagem,0,1,['Web'],1,['itch.io'],['Educational'],2019-07-01,0.0,0,0,,
5985,Shadow Indian,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],"['Platformer', 'Action']",2019-07-01,0.0,0,0,,
5986,Flasketball,0,1,['PC'],1,['itch.io'],['Sports'],2019-07-01,0.0,0,0,,
5987,Cellular Games,0,1,['PC'],1,['itch.io'],['Fighting'],2019-07-01,0.0,0,0,,
5988,sleep cycles,0,1,['PC'],1,['itch.io'],['Platformer'],2019-07-01,0.0,0,0,,
5989,OBIHERO,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-07-01,0.0,0,0,,
5990,SkyBreaker,0,2,"['PC', 'Web']",1,['itch.io'],[],2019-07-01,0.0,0,0,,
5991,The Girl Who Sees,0,2,"['PC', 'Apple Macintosh']",1,['itch.io'],"['Adventure', 'RPG']",2019-06-30,0.0,0,0,,
5992,Planet Jump 2 (itch),0,1,['PC'],1,['itch.io'],"['Platformer', 'Adventure']",2019-06-30,0.0,0,0,,
5993,Slime Strider,0,4,"['PC', 'Apple Macintosh', 'Linux', 'Web']",1,['itch.io'],['Shooter'],2019-06-30,0.0,0,0,,
5994,Le Monde De Wawa (MC/TM) Saison 1,0,4,"['PC', 'Android', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-06-30,0.0,0,0,,
5995,Agent Reverb,0,1,['iOS'],1,['App Store'],[],2019-05-01,0.0,0,0,,
5996,Mahjong Solitaire·,0,1,['iOS'],1,['App Store'],"['Card', 'Puzzle']",2019-07-02,0.0,0,0,,
5997,Color Hole 3D: Flip Bump,0,1,['iOS'],1,['App Store'],"['Casual', 'Adventure']",2019-07-01,0.0,0,0,,
5998,Halo: Outpost,0,1,['iOS'],1,['App Store'],"['Adventure', 'Action']",2019-07-01,0.0,0,0,,
5999,Charades with Dumb Friends,0,1,['iOS'],1,['App Store'],['Family'],2019-03-09,0.0,0,0,,
6000,Sudoku.org,0,1,['Apple Macintosh'],1,['App Store'],['Board Games'],2019-06-30,0.0,0,0,,
6001,Dark Chess+,0,1,['Apple Macintosh'],1,['App Store'],"['Board Games', 'Puzzle']",2019-06-20,0.0,0,0,,
6002,Perfect Jumpr,0,1,['iOS'],1,['App Store'],"['Casual', 'Adventure']",2019-02-04,0.0,0,0,,
6003,Color Bump Sides,0,1,['iOS'],1,['App Store'],"['Casual', 'Puzzle']",2019-02-04,0.0,0,0,,
6004,My Cat! - Pet Game,0,1,['iOS'],1,['App Store'],"['RPG', 'Simulation']",2019-07-01,0.0,0,0,,
6005,Bowling Club: Realistic 3D,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Casual', 'Sports']",2019-04-07,0.0,0,0,,
6006,Auto Chess Legends: Teamfight,0,1,['iOS'],1,['App Store'],"['Strategy', 'RPG']",2019-06-05,0.0,0,0,,
6007,Kawaii Home Design,0,1,['iOS'],1,['App Store'],"['RPG', 'Simulation']",2019-05-16,0.0,0,0,,
6008,Climb Car Racing Game,0,1,['iOS'],1,['App Store'],"['Racing', 'Simulation']",2019-03-07,0.0,0,0,,
6009,Alien - Rescue,0,1,['iOS'],1,['App Store'],"['Casual', 'Action']",2019-04-06,0.0,0,0,,
6010,Room escape in voxels,0,1,['iOS'],1,['App Store'],"['Board Games', 'Puzzle']",2019-02-02,0.0,0,0,,
6011,PathPix Wild,0,1,['iOS'],1,['App Store'],"['Board Games', 'Puzzle']",2019-07-03,0.0,0,0,,
6012,Fluffy Skirmish,0,1,['PC'],1,['itch.io'],['Shooter'],2019-07-04,0.0,0,0,,
6013,Inner Face,0,1,['PC'],1,['itch.io'],['Platformer'],2019-07-04,0.0,0,0,,
6014,Riot,0,1,['PC'],1,['itch.io'],['Action'],2019-07-04,0.0,0,0,,
6015,Illuminati supremo by Felipe Minger,0,1,['PC'],1,['itch.io'],['Adventure'],2019-07-04,0.0,0,0,,
6016,2-Player Bow Arena [unfinished fragment],0,4,"['PC', 'Apple Macintosh', 'Linux', 'Web']",1,['itch.io'],['Shooter'],2019-07-04,0.0,0,0,,
6017,Momo und Lelos Abenteuer (Pancho Chancho),0,1,['Web'],1,['itch.io'],"['Adventure', 'RPG', 'Puzzle']",2019-07-04,0.0,0,0,,
6018,Light Is Your Friend,0,1,['PC'],1,['itch.io'],['Adventure'],2019-07-04,0.0,0,0,,
6019,Esconde Esconde (Finished),0,1,['Web'],1,['itch.io'],[],2019-07-04,0.0,0,0,,
6020,Sniper Turn (UnFinished),0,2,"['PC', 'Web']",1,['itch.io'],[],2019-07-04,0.0,0,0,,
6021,Dungeon Tycoon,0,1,['PC'],1,['itch.io'],[],2019-07-04,0.0,0,0,,
6022,MESMERIZED,0,2,"['PC', 'Android']",1,['itch.io'],['Puzzle'],2019-07-04,0.0,0,0,,
6023,His shed,0,2,"['PC', 'Linux']",1,['itch.io'],[],2019-07-04,0.0,0,0,,
6024,Kiwis Can Fly!,0,1,['PC'],1,['itch.io'],['Platformer'],2019-07-04,0.0,0,0,,
6025,HorrorDungeon,0,1,['PC'],1,['itch.io'],['Adventure'],2019-07-04,0.0,0,0,,
6026,4hgamjam2,0,1,['Web'],1,['itch.io'],[],2019-07-04,0.0,0,0,,
6027,Exploding Tetrominoes,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-07-04,0.0,0,0,,
6028,Tanks (itch) (remram44),0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Action'],2019-07-04,0.0,0,0,,
6029,4hgamejam3,0,1,['Web'],1,['itch.io'],['Adventure'],2019-07-04,0.0,0,0,,
6030,L'Ascencion by Karym Mbakam,0,1,['Web'],1,['itch.io'],[],2019-07-04,0.0,0,0,,
6031,Super Grower (itch),0,1,['Web'],1,['itch.io'],"['Shooter', 'Strategy', 'Action']",2019-07-04,0.0,0,0,,
6032,House Game,0,1,['PC'],1,['itch.io'],[],2019-07-04,0.0,0,0,,
6033,Simple Sandwich (Demo),0,1,['PC'],1,['itch.io'],['Platformer'],2019-07-04,0.0,0,0,,
6034,Bob The Destroyer (Prototype Demo),0,2,"['PC', 'Linux']",1,['itch.io'],"['Platformer', 'Action']",2019-07-04,0.0,0,0,,
6035,Double Trouble (milkshakeArcade),0,1,['PC'],1,['itch.io'],[],2019-07-04,0.0,0,0,,
6036,Ultimate Diner Creator,0,1,['PC'],1,['itch.io'],['Simulation'],2019-07-04,0.0,0,0,,
6037,Duckventure,0,1,['PC'],1,['itch.io'],[],2019-07-04,0.0,0,0,,
6038,Goblin Casters,0,1,['PC'],1,['itch.io'],['Adventure'],2019-07-04,0.0,0,0,,
6039,Slashing Project,0,1,['Web'],1,['itch.io'],['Action'],2019-07-04,0.0,0,0,,
6040,The Adventures of Nano DEMO,0,1,['Web'],1,['itch.io'],"['Platformer', 'Adventure']",2019-07-03,0.0,0,0,,
6041,Don't Get Hit,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],[],2019-07-03,0.0,0,0,,
6042,A Powerful King,0,1,['PC'],1,['itch.io'],"['Strategy', 'Action']",2019-07-04,0.0,0,0,,
6043,Cooking Minigame,0,1,['Web'],1,['itch.io'],['Puzzle'],2019-07-03,0.0,0,0,,
6044,Mecha Bots,0,1,['Android'],1,['itch.io'],['Action'],2019-07-03,0.0,0,0,,
6045,pirate saga 2 Tortuga,0,1,['Web'],1,['itch.io'],['Adventure'],2019-07-03,0.0,0,0,,
6046,Wizard Staff [unfinished fragment],0,1,['PC'],1,['itch.io'],"['Adventure', 'Puzzle']",2019-07-03,0.0,0,0,,
6047,War in the tree hollow,0,1,['Web'],1,['itch.io'],[],2019-07-03,0.0,0,0,,
6048,goodmorning mothertree,0,1,['Web'],1,['itch.io'],['Adventure'],2019-07-03,0.0,0,0,,
6049,Let's Gol,0,1,['Web'],1,['itch.io'],['Puzzle'],2019-07-03,0.0,0,0,,
6050,As Aventuras De Um Leite Bom,0,1,['Web'],1,['itch.io'],['Platformer'],2019-07-03,0.0,0,0,,
6051,Zombie Attack (Happy Code - Santo André),0,1,['Web'],1,['itch.io'],['Adventure'],2019-07-03,0.0,0,0,,
6052,Space? or something about that,0,3,"['PC', 'Apple Macintosh', 'Linux']",1,['itch.io'],['Adventure'],2019-07-03,0.0,0,0,,
6053,The Chasm (LucaFoxArt),0,1,['PC'],1,['itch.io'],['Adventure'],2019-07-03,0.0,0,0,,
6054,Links Puzzle,0,1,['Web'],1,['itch.io'],"['Strategy', 'Puzzle']",2019-07-02,0.0,0,0,,
6055,Faceman 3D,0,1,['PC'],1,['itch.io'],['Puzzle'],2019-07-02,0.0,0,0,,
6056,Dungeon Defender,0,1,['PC'],1,['itch.io'],['Strategy'],2019-07-04,0.0,0,0,,
6057,Voxel Fight (Voxel Fight),0,1,['PC'],1,['itch.io'],['Action'],2019-07-03,0.0,0,0,,
6058,Dance Man,0,1,['PC'],1,['itch.io'],[],2019-07-04,0.0,0,0,,
6059,Timevade,0,1,['PC'],1,['itch.io'],['Platformer'],2019-07-03,0.0,0,0,,
6060,Van Designer,0,3,"['PC', 'Android', 'Apple Macintosh']",1,['itch.io'],[],2019-07-03,0.0,0,0,,
6061,SCP-087-B Unity Edition (Bonus Edition) Russian language,0,1,['PC'],1,['itch.io'],"['Adventure', 'Action']",2019-07-03,0.0,0,0,,
6062,GULLardian,0,1,['PC'],1,['itch.io'],['Racing'],2019-07-03,0.0,0,0,,
6063,Indiana Jones and the Roman Gods,0,1,['Web'],1,['itch.io'],['Adventure'],2019-07-03,0.0,0,0,,
6064,Sense (Javialonso),0,1,['PC'],1,['itch.io'],['Educational'],2019-07-03,0.0,0,0,,
6065,Playtime Prix,0,1,['PC'],1,['itch.io'],['Racing'],2019-07-03,0.0,0,0,,
6066,HideNSeek (cbstory),0,1,['PC'],1,['itch.io'],['Adventure'],2019-07-03,0.0,0,0,,
6067,Убеги от гомофобов,0,3,"['PC', 'Android', 'Apple Macintosh']",1,['itch.io'],['Action'],2019-07-03,0.0,0,0,,
