,name,playtime,number of platforms,platforms,number of stores,stores,genres,release date,rating,max rating,rating count,metacritic score,added,month
302,DEAD OR ALIVE 6: Core Fighters,0,2,"['PlayStation', 'Xbox']",2,"['PlayStation Store', 'Xbox Store']","['Action', 'Fighting']",2019-03-01,3.35,4,20,74.0,"{'yet': 2, 'owned': 71, 'beaten': 2, 'dropped': 13, 'playing': 4}",3
303,The Blackout Club,2,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']","['Indie', 'Action', 'Simulation']",2019-07-30,3.38,3,13,68.0,"{'yet': 4, 'owned': 56, 'beaten': 3, 'toplay': 21, 'dropped': 6, 'playing': 2}",7
304,Hentai Girl Karen,2,2,"['PC', 'Apple Macintosh']",1,['Steam'],"['Casual', 'Indie', 'RPG', 'Simulation']",2019-04-12,2.77,1,13,,"{'yet': 3, 'owned': 81, 'beaten': 5, 'toplay': 1, 'dropped': 1, 'playing': 1}",4
306,Vane,3,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']","['Indie', 'Adventure']",2019-01-15,3.25,4,16,56.0,"{'yet': 8, 'owned': 34, 'beaten': 8, 'toplay': 36, 'dropped': 4}",1
307,Furry Girl 🐺,2,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],"['Adventure', 'Action', 'RPG', 'Casual', 'Strategy', 'Simulation', 'Indie']",2019-04-15,4.06,5,16,,"{'yet': 1, 'owned': 75, 'beaten': 5, 'toplay': 8, 'playing': 1}",4
308,The Eternal Castle [REMASTERED],1,2,"['PC', 'Apple Macintosh']",2,"['Steam', 'itch.io']","['Indie', 'Platformer', 'Adventure', 'Action']",2019-01-05,4.2,5,10,,"{'yet': 11, 'owned': 56, 'beaten': 6, 'toplay': 16, 'dropped': 1}",1
311,Vambrace: Cold Soul,6,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']","['Indie', 'Adventure', 'RPG']",2019-08-28,3.2,3,20,,"{'yet': 4, 'owned': 56, 'beaten': 2, 'toplay': 11, 'dropped': 13, 'playing': 2}",8
312,Pine,2,4,"['PC', 'Apple Macintosh', 'Linux', 'Nintendo']",3,"['Steam', 'GOG', 'Nintendo Store']","['Adventure', 'Action', 'RPG', 'Simulation', 'Indie']",2019-10-10,3.08,4,12,,"{'yet': 7, 'owned': 52, 'beaten': 5, 'toplay': 16, 'dropped': 7}",10
313,Bad North: Jotunn Edition,1,2,"['PC', 'iOS']",3,"['Steam', 'App Store', 'Epic Games']","['Strategy', 'Action']",2019-10-15,3.36,4,14,,"{'yet': 36, 'owned': 29, 'beaten': 6, 'toplay': 5, 'dropped': 10, 'playing': 1}",10
314,John Wick Hex,0,3,"['PC', 'PlayStation', 'Apple Macintosh']",2,"['PlayStation Store', 'Epic Games']",['Strategy'],2019-10-08,3.69,4,13,,"{'yet': 11, 'owned': 15, 'beaten': 5, 'toplay': 46, 'dropped': 8, 'playing': 2}",10
315,ШХД: ЗИМА / IT'S WINTER,1,2,"['PC', 'Apple Macintosh']",1,['Steam'],"['Casual', 'Indie', 'Simulation']",2019-03-07,3.42,4,19,,"{'yet': 9, 'owned': 48, 'beaten': 8, 'toplay': 18, 'dropped': 3}",3
316,Travis Strikes Again: No More Heroes,0,3,"['PC', 'PlayStation', 'Nintendo']",2,"['Steam', 'Nintendo Store']",['Action'],2019-01-18,3.92,4,24,65.0,"{'yet': 5, 'owned': 11, 'beaten': 22, 'toplay': 41, 'dropped': 7}",1
317,Automachef,3,2,"['PC', 'Nintendo']",3,"['Steam', 'GOG', 'Nintendo Store']","['Indie', 'Simulation']",2019-07-23,3.23,3,13,,"{'yet': 12, 'owned': 51, 'beaten': 2, 'toplay': 7, 'dropped': 9, 'playing': 4}",7
319,Lorelai,5,1,['PC'],2,"['Steam', 'GOG']",['Adventure'],2019-04-25,3.94,4,15,,"{'yet': 8, 'owned': 43, 'beaten': 12, 'toplay': 20, 'dropped': 2}",4
320,ONE PIECE World Seeker,19,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']","['Adventure', 'Action']",2019-03-14,3.06,3,17,58.0,"{'yet': 4, 'owned': 44, 'beaten': 8, 'toplay': 19, 'dropped': 7, 'playing': 2}",3
321,Workers & Resources: Soviet Republic,3,1,['PC'],1,['Steam'],"['Strategy', 'Indie', 'Simulation']",2019-03-15,2.75,1,16,,"{'yet': 2, 'owned': 64, 'toplay': 6, 'dropped': 6, 'playing': 6}",3
322,Despotism 3k,2,3,"['PC', 'iOS', 'Android']",3,"['Steam', 'App Store', 'Google Play']","['Strategy', 'Indie', 'Simulation']",2019-05-19,4.07,4,13,,"{'yet': 3, 'owned': 62, 'beaten': 2, 'toplay': 9, 'dropped': 5, 'playing': 1}",5
323,Pumped BMX Pro,0,3,"['PC', 'Xbox', 'Nintendo']",3,"['Steam', 'Xbox Store', 'Nintendo Store']",['Sports'],2019-02-07,2.4,3,10,,"{'yet': 13, 'owned': 62, 'beaten': 1, 'toplay': 1, 'dropped': 5}",2
324,Wattam,0,2,"['PC', 'PlayStation']",3,"['Steam', 'PlayStation Store', 'Epic Games']","['Casual', 'Indie', 'Adventure', 'Action']",2019-12-17,3.59,3,17,,"{'yet': 3, 'owned': 32, 'beaten': 8, 'toplay': 29, 'dropped': 7, 'playing': 2}",12
326,Secret Neighbor,3,2,"['PC', 'Xbox']",2,"['Steam', 'Xbox Store']","['Indie', 'Adventure', 'Action']",2019-10-23,3.57,5,7,,"{'yet': 3, 'owned': 66, 'beaten': 2, 'toplay': 7, 'dropped': 1, 'playing': 1}",10
328,Beat Hazard 2,1,2,"['PC', 'iOS']",3,"['Steam', 'App Store', 'GOG']","['Casual', 'Indie', 'Action']",2019-10-15,4.0,4,9,,"{'yet': 2, 'owned': 68, 'beaten': 1, 'toplay': 3, 'dropped': 4, 'playing': 2}",10
329,The LEGO Movie 2 Videogame,11,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Nintendo Store']","['Adventure', 'Action']",2019-02-26,3.1,3,10,,"{'yet': 5, 'owned': 56, 'beaten': 6, 'toplay': 10, 'dropped': 2}",2
330,Mutant Year Zero: Seed of Evil,0,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",1,['Steam'],"['Strategy', 'RPG']",2019-07-30,3.6,4,15,,"{'yet': 13, 'owned': 11, 'beaten': 9, 'toplay': 41, 'dropped': 4, 'playing': 1}",7
332,Metal Wolf Chaos XD,2,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",['Action'],2019-08-05,3.27,4,14,,"{'yet': 6, 'owned': 37, 'beaten': 5, 'toplay': 18, 'dropped': 9, 'playing': 1}",8
334,DAEMON X MACHINA,0,2,"['PC', 'Nintendo']",1,['Nintendo Store'],['Action'],2019-09-13,2.45,3,11,70.0,"{'yet': 5, 'owned': 4, 'toplay': 54, 'dropped': 10, 'playing': 2}",9
336,ToeJam & Earl: Back in the Groove,2,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']","['Indie', 'Adventure']",2019-03-01,4.08,4,11,,"{'yet': 10, 'owned': 46, 'beaten': 5, 'toplay': 7, 'dropped': 3, 'playing': 4}",3
337,Genesis Alpha One,1,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']","['Shooter', 'Adventure', 'Action', 'RPG', 'Simulation', 'Indie']",2019-01-29,1.89,1,9,67.0,"{'yet': 2, 'owned': 57, 'toplay': 11, 'dropped': 5}",1
338,The Walking Dead: The Telltale Definitive Series,0,3,"['PC', 'PlayStation', 'Xbox']",3,"['PlayStation Store', 'Xbox Store', 'Epic Games']",['Adventure'],2019-09-10,4.29,5,14,84.0,"{'yet': 4, 'owned': 39, 'beaten': 9, 'toplay': 11, 'dropped': 4, 'playing': 7}",9
340,Aftercharge,1,1,['Xbox'],2,"['Steam', 'Xbox Store']",['Action'],2019-01-10,2.5,3,8,,"{'yet': 1, 'owned': 64, 'toplay': 6, 'dropped': 2, 'playing': 1}",1
341,The Great Perhaps,3,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']","['Casual', 'Indie', 'Adventure']",2019-08-13,3.56,4,9,,"{'yet': 5, 'owned': 49, 'beaten': 6, 'toplay': 12, 'playing': 1}",8
343,Disney Classic Games: Aladdin and the Lion King,4,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']","['Platformer', 'Action']",2019-10-29,4.09,4,11,,"{'yet': 1, 'owned': 44, 'beaten': 5, 'toplay': 19, 'dropped': 3}",10
344,Enderal: Forgotten Stories,0,1,['PC'],1,['Steam'],"['Adventure', 'Action', 'RPG']",2019-02-14,4.25,5,22,,"{'yet': 12, 'owned': 7, 'beaten': 10, 'toplay': 29, 'dropped': 6, 'playing': 8}",2
345,ART SQOOL,1,2,"['PC', 'Apple Macintosh']",2,"['Steam', 'itch.io']","['Casual', 'Indie', 'Simulation']",2019-02-05,2.6,3,10,,"{'yet': 8, 'owned': 51, 'beaten': 2, 'toplay': 2, 'dropped': 6, 'playing': 3}",2
346,Manifold Garden,0,3,"['PC', 'iOS', 'Apple Macintosh']",2,"['Steam', 'Epic Games']","['Indie', 'Adventure']",2019-10-18,4.0,4,14,,"{'yet': 8, 'owned': 4, 'beaten': 9, 'toplay': 42, 'dropped': 9}",10
347,Vampire: The Masquerade - Coteries of New York,3,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']","['Indie', 'Adventure', 'RPG']",2019-12-04,3.29,3,6,,"{'yet': 5, 'owned': 37, 'beaten': 4, 'toplay': 21, 'dropped': 4}",12
348,Autonauts,4,1,['PC'],1,['Steam'],"['Casual', 'Indie', 'Simulation']",2019-10-17,3.0,3,6,,"{'yet': 1, 'owned': 63, 'toplay': 4, 'dropped': 1}",10
349,Shakedown: Hawaii,0,5,"['PC', 'PlayStation', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Nintendo Store', 'Epic Games']","['Arcade', 'Indie', 'Adventure', 'Action']",2019-05-07,4.17,4,12,,"{'yet': 4, 'owned': 22, 'beaten': 6, 'toplay': 34, 'dropped': 2, 'playing': 1}",5
350,Stela,3,4,"['PC', 'Xbox', 'iOS', 'Nintendo']",2,"['Steam', 'Xbox Store']","['Indie', 'Adventure']",2019-10-17,3.8,4,20,,"{'yet': 9, 'owned': 19, 'beaten': 13, 'toplay': 23, 'dropped': 5}",10
351,Little Big Workshop,4,3,"['PC', 'Xbox', 'Apple Macintosh']",3,"['Steam', 'Xbox Store', 'GOG']","['Strategy', 'Simulation']",2019-10-16,3.71,4,14,,"{'yet': 3, 'owned': 50, 'beaten': 4, 'toplay': 7, 'dropped': 4, 'playing': 1}",10
353,Nova Drift,1,2,"['PC', 'Apple Macintosh']",3,"['Steam', 'GOG', 'itch.io']","['Indie', 'Action']",2019-03-26,3.5,4,6,,"{'yet': 1, 'owned': 62, 'toplay': 1, 'dropped': 2, 'playing': 2}",3
354,Wolfenstein: Cyberpilot,2,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']","['Shooter', 'Action']",2019-07-26,2.55,3,11,,"{'yet': 6, 'owned': 30, 'beaten': 5, 'toplay': 20, 'dropped': 3, 'playing': 4}",7
355,Weedcraft Inc,2,2,"['PC', 'Apple Macintosh']",2,"['Steam', 'GOG']","['Strategy', 'Indie', 'Simulation']",2019-04-10,3.0,4,11,,"{'yet': 1, 'owned': 43, 'beaten': 4, 'toplay': 10, 'dropped': 7, 'playing': 1}",4
356,Puyo Puyo Champions / ぷよぷよ eスポーツ,2,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']","['Casual', 'Puzzle']",2019-05-07,3.67,4,12,,"{'yet': 2, 'owned': 52, 'beaten': 3, 'toplay': 2, 'dropped': 5, 'playing': 2}",5
357,My Big Sister,1,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'Xbox Store']","['Adventure', 'RPG']",2019-05-07,3.67,4,5,,"{'yet': 5, 'owned': 50, 'beaten': 6, 'toplay': 4, 'playing': 1}",5
359,Black Future '88,2,2,"['PC', 'Nintendo']",2,"['Steam', 'GOG']","['Indie', 'Adventure', 'Action']",2019-11-20,3.38,4,8,,"{'yet': 4, 'owned': 28, 'beaten': 1, 'toplay': 26, 'dropped': 4, 'playing': 2}",11
362,Pistol Whip,2,2,"['PC', 'PlayStation']",1,['Steam'],"['Indie', 'Action']",2019-11-07,4.55,5,11,,"{'owned': 46, 'beaten': 4, 'toplay': 6, 'dropped': 3, 'playing': 5}",11
363,Seek Girl,1,1,['PC'],1,['Steam'],['Indie'],2019-01-25,3.0,3,7,,"{'yet': 4, 'owned': 54, 'beaten': 5}",1
364,Stellaris: Console Edition,0,2,"['PlayStation', 'Xbox']",2,"['PlayStation Store', 'Xbox Store']",['Strategy'],2019-02-28,4.08,4,11,79.0,"{'yet': 6, 'owned': 44, 'beaten': 3, 'toplay': 6, 'dropped': 2, 'playing': 2}",2
365,Hentai Girl Fantasy,2,2,"['PC', 'Apple Macintosh']",1,['Steam'],"['Casual', 'Indie', 'RPG', 'Simulation']",2019-10-28,2.62,1,8,,"{'yet': 3, 'owned': 54, 'beaten': 3, 'toplay': 2, 'dropped': 1}",10
366,Sparklite,4,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']","['Indie', 'Adventure', 'Action', 'RPG']",2019-11-13,3.75,4,8,,"{'yet': 3, 'owned': 26, 'beaten': 5, 'toplay': 27, 'dropped': 2}",11
368,vopi.me fire - Free Fire Hack,0,1,['Web'],1,['itch.io'],['Action'],2019-03-15,4.44,5,17,,"{'owned': 19, 'beaten': 2, 'toplay': 31, 'playing': 9}",3
370,Call of Duty: Mobile,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['Shooter', 'Action']",2019-10-01,3.89,4,35,81.0,"{'owned': 8, 'beaten': 6, 'toplay': 2, 'dropped': 32, 'playing': 13}",10
373,Paradox Soul,1,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']","['Indie', 'Adventure', 'Action']",2019-07-02,3.86,3,7,,"{'yet': 2, 'owned': 51, 'beaten': 5, 'toplay': 2}",7
374,Power Rangers: Battle For The Grid,2,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",['Action'],2019-03-26,2.86,4,7,,"{'yet': 4, 'owned': 48, 'beaten': 2, 'toplay': 3, 'dropped': 1, 'playing': 1}",3
375,Rebel Galaxy Outlaw,0,3,"['PC', 'PlayStation', 'Nintendo']",1,['Epic Games'],['Action'],2019-08-13,3.33,3,12,,"{'yet': 4, 'owned': 8, 'toplay': 36, 'dropped': 10}",8
376,嗜血印 Bloody Spell,2,1,['PC'],1,['Steam'],"['Indie', 'Adventure', 'Action', 'RPG']",2019-01-16,3.83,4,6,,"{'yet': 4, 'owned': 50, 'toplay': 3, 'dropped': 1}",1
377,Conan Unconquered,3,1,['PC'],1,['Steam'],['Strategy'],2019-05-30,3.0,3,9,62.0,"{'yet': 3, 'owned': 34, 'beaten': 1, 'toplay': 13, 'dropped': 5, 'playing': 2}",5
378,Townsmen - A Kingdom Rebuilt,9,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']","['Casual', 'Strategy', 'Simulation']",2019-02-25,2.67,4,6,,"{'yet': 4, 'owned': 49, 'toplay': 3, 'dropped': 1}",2
379,Rico,2,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']","['Shooter', 'Action']",2019-03-12,3.45,4,11,60.0,"{'yet': 3, 'owned': 32, 'beaten': 6, 'toplay': 13, 'dropped': 2, 'playing': 1}",3
381,Daggerhood,0,5,"['PlayStation', 'Xbox', 'iOS', 'Android', 'Nintendo']",5,"['PlayStation Store', 'Xbox Store', 'App Store', 'Nintendo Store', 'Google Play']","['Arcade', 'Casual', 'Adventure', 'Action']",2019-02-19,3.29,3,7,,"{'yet': 1, 'owned': 45, 'beaten': 2, 'toplay': 5, 'dropped': 3, 'playing': 1}",2
382,Ghostbusters: The Video Game Remastered,0,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['PlayStation Store', 'Xbox Store', 'Nintendo Store', 'Epic Games']",['Action'],2019-10-04,3.8,4,10,68.0,"{'yet': 5, 'owned': 22, 'beaten': 5, 'toplay': 21, 'dropped': 3, 'playing': 1}",10
384,Meeple Station,1,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],"['RPG', 'Casual', 'Strategy', 'Simulation', 'Indie']",2019-02-07,1.86,1,6,,"{'yet': 1, 'owned': 46, 'toplay': 7, 'dropped': 2}",2
385,A Fisherman's Tale,1,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']","['Indie', 'Adventure']",2019-01-22,4.36,4,10,74.0,"{'yet': 4, 'owned': 36, 'beaten': 7, 'toplay': 7, 'dropped': 1}",1
386,Spaceland,2,6,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'Nintendo Store']","['Indie', 'Strategy', 'Adventure', 'RPG']",2019-09-19,3.88,4,8,,"{'yet': 2, 'owned': 34, 'beaten': 2, 'toplay': 13, 'dropped': 1, 'playing': 3}",9
388,DON'T EVEN THINK,0,1,['PlayStation'],1,['PlayStation Store'],"['Shooter', 'Action']",2019-07-10,2.44,3,9,,"{'yet': 2, 'owned': 47, 'toplay': 1, 'dropped': 3, 'playing': 1}",7
389,Jenny LeClue - Detectivu,1,4,"['PC', 'iOS', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']","['Casual', 'Indie', 'Adventure', 'Action']",2019-09-19,3.91,4,11,,"{'yet': 7, 'owned': 22, 'beaten': 6, 'toplay': 13, 'dropped': 4, 'playing': 1}",9
390,I hate this game,3,1,['PC'],1,['Steam'],['Indie'],2019-03-07,3.65,4,17,,"{'yet': 2, 'owned': 34, 'beaten': 11, 'toplay': 3, 'dropped': 2, 'playing': 1}",3
391,Grimshade,1,1,['PC'],2,"['Steam', 'GOG']","['Adventure', 'RPG']",2019-03-25,3.0,3,8,,"{'yet': 2, 'owned': 32, 'toplay': 12, 'dropped': 6, 'playing': 1}",3
393,KILL la KILL - IF,1,3,"['PC', 'PlayStation', 'Nintendo']",3,"['Steam', 'PlayStation Store', 'Nintendo Store']","['Action', 'Fighting']",2019-07-25,2.14,3,7,66.0,"{'yet': 3, 'owned': 26, 'beaten': 4, 'toplay': 10, 'dropped': 6, 'playing': 3}",7
396,Pagan Online,2,1,['PC'],1,['Steam'],"['Massively Multiplayer', 'Action', 'RPG']",2019-08-27,3.0,3,8,,"{'yet': 1, 'owned': 38, 'toplay': 6, 'dropped': 6, 'playing': 1}",8
397,Still There,2,2,"['PC', 'Apple Macintosh']",2,"['Steam', 'GOG']","['Indie', 'Adventure']",2019-11-19,3.88,5,8,,"{'yet': 3, 'owned': 22, 'beaten': 6, 'toplay': 14, 'dropped': 3, 'playing': 3}",11
398,The Elder Scrolls Online: Elsweyr,0,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']","['Adventure', 'Action', 'RPG']",2019-06-04,3.0,4,18,,"{'yet': 4, 'owned': 7, 'beaten': 7, 'toplay': 26, 'dropped': 4, 'playing': 3}",6
399,Everybody's Golf VR,0,1,['PlayStation'],1,['PlayStation Store'],['Sports'],2019-05-21,4.0,4,6,,"{'yet': 3, 'owned': 43, 'beaten': 1, 'dropped': 2, 'playing': 2}",5
401,Apsulov: End of Gods,4,1,['PC'],1,['Steam'],"['Indie', 'Adventure', 'Action']",2019-08-08,3.14,4,7,71.0,"{'yet': 8, 'owned': 21, 'beaten': 7, 'toplay': 12, 'dropped': 2}",8
403,Steel Division 2,4,1,['PC'],2,"['Steam', 'GOG']","['Strategy', 'Indie']",2019-06-19,4.0,5,8,,"{'yet': 2, 'owned': 36, 'beaten': 1, 'toplay': 5, 'dropped': 3, 'playing': 3}",6
404,Xenon Racer,1,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']","['Racing', 'Action', 'Arcade', 'Sports', 'Indie']",2019-03-26,2.83,3,6,,"{'yet': 1, 'owned': 35, 'beaten': 3, 'toplay': 6, 'dropped': 4}",3
405,The Sojourn,0,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']","['Indie', 'Adventure']",2019-09-20,2.88,4,8,,"{'yet': 4, 'owned': 16, 'beaten': 2, 'toplay': 22, 'dropped': 4, 'playing': 1}",9
406,Yaga,0,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store', 'Epic Games']","['Indie', 'Adventure', 'Action', 'RPG']",2019-11-12,3.5,4,12,70.0,"{'yet': 10, 'owned': 8, 'beaten': 2, 'toplay': 21, 'dropped': 8}",11
409,Batman: Arkham Collection,0,3,"['PC', 'PlayStation', 'Xbox']",2,"['PlayStation Store', 'Xbox Store']",['Action'],2019-09-06,4.14,4,14,,"{'yet': 13, 'owned': 7, 'beaten': 11, 'toplay': 17, 'dropped': 1}",9
410,GRID (2019),0,3,"['PC', 'PlayStation', 'Xbox']",2,"['Steam', 'Xbox Store']","['Racing', 'Simulation']",2019-10-11,3.07,3,13,75.0,"{'yet': 3, 'owned': 9, 'beaten': 1, 'toplay': 24, 'dropped': 11, 'playing': 1}",10
411,Saya no Uta ~ The Song of Saya,1,2,"['PC', 'PlayStation']",1,['Steam'],"['Adventure', 'Simulation']",2019-08-13,4.0,5,9,,"{'yet': 3, 'owned': 27, 'beaten': 10, 'toplay': 6, 'dropped': 1, 'playing': 1}",8
415,MEANDERS,3,2,"['PC', 'Nintendo']",2,"['Steam', 'Nintendo Store']","['Casual', 'Indie', 'Adventure']",2019-11-07,3.0,3,6,,"{'owned': 44, 'beaten': 3}",11
416,Fate Hunters,3,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']","['Indie', 'Adventure']",2019-07-17,4.0,4,9,,"{'yet': 3, 'owned': 35, 'beaten': 2, 'toplay': 3, 'dropped': 3, 'playing': 1}",7
417,Auto Chess,0,3,"['PC', 'iOS', 'Android']",3,"['App Store', 'Google Play', 'Epic Games']",['Strategy'],2019-06-06,3.27,3,30,,"{'yet': 9, 'owned': 9, 'beaten': 6, 'toplay': 2, 'dropped': 18, 'playing': 2}",6
419,Digimon Story Cyber Sleuth: Complete Edition,22,2,"['PC', 'Nintendo']",2,"['Steam', 'Nintendo Store']",['RPG'],2019-10-17,4.0,4,6,,"{'yet': 3, 'owned': 20, 'beaten': 2, 'toplay': 13, 'dropped': 3, 'playing': 5}",10
420,Mario Kart Tour,0,2,"['iOS', 'Android']",3,"['App Store', 'Nintendo Store', 'Google Play']","['Casual', 'Racing', 'Action']",2019-09-25,3.09,4,22,58.0,"{'yet': 2, 'owned': 7, 'beaten': 3, 'toplay': 6, 'dropped': 23, 'playing': 5}",9
426,Tangle Tower,6,4,"['PC', 'iOS', 'Apple Macintosh', 'Nintendo']",2,"['Steam', 'Nintendo Store']","['Indie', 'Adventure']",2019-10-22,3.82,4,11,,"{'yet': 1, 'owned': 18, 'beaten': 10, 'toplay': 10, 'dropped': 3, 'playing': 3}",10
428,SENRAN KAGURA Burst Re:Newal,3,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",['Action'],2019-01-22,4.0,4,6,,"{'yet': 3, 'owned': 32, 'beaten': 2, 'toplay': 3, 'dropped': 1, 'playing': 3}",1
431,The Bradwell Conspiracy,4,5,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']","['Casual', 'Indie', 'Adventure']",2019-10-08,3.71,4,7,,"{'yet': 5, 'owned': 24, 'beaten': 6, 'toplay': 8, 'dropped': 1}",10
435,Forza Horizon 4 LEGO Speed Champions,0,2,"['PC', 'Xbox']",1,['Xbox Store'],['Racing'],2019-06-12,3.33,4,18,77.0,"{'yet': 3, 'owned': 11, 'beaten': 6, 'toplay': 11, 'dropped': 9, 'playing': 3}",6
436,One Leaves,0,1,['Xbox'],1,['Xbox Store'],[],2019-02-28,3.12,4,7,,"{'yet': 2, 'owned': 34, 'beaten': 4, 'toplay': 1, 'dropped': 1, 'playing': 1}",2
439,Frog Detective 2: The Case of the Invisible Wizard,2,2,"['PC', 'Apple Macintosh']",2,"['Steam', 'itch.io']","['Indie', 'Adventure']",2019-12-09,4.12,4,8,,"{'yet': 3, 'owned': 23, 'beaten': 11, 'toplay': 5, 'dropped': 1}",12
444,Love Sick: Interactive Stories,0,2,"['iOS', 'Android']",2,"['App Store', 'Google Play']","['RPG', 'Simulation']",2019-02-19,4.39,4,16,,"{'yet': 1, 'owned': 16, 'toplay': 18, 'playing': 7}",2
445,missed messages.,0,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'itch.io']","['Casual', 'Indie', 'Adventure', 'Simulation']",2019-05-01,3.67,5,21,,"{'yet': 6, 'owned': 8, 'beaten': 19, 'toplay': 7, 'dropped': 1, 'playing': 1}",5
447,Undead Horde,1,7,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Linux', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store']","['Indie', 'Adventure', 'Action', 'RPG']",2019-05-15,4.0,4,5,,"{'yet': 2, 'owned': 28, 'beaten': 3, 'toplay': 7, 'dropped': 1}",5
448,COLLAPSED,1,1,['PC'],2,"['Steam', 'GOG']","['Indie', 'Action']",2019-07-31,2.62,3,8,,"{'yet': 2, 'owned': 27, 'beaten': 1, 'toplay': 7, 'dropped': 3, 'playing': 1}",7
449,World of Warcraft Classic,0,1,['PC'],None,None,"['Massively Multiplayer', 'RPG']",2019-08-27,4.19,5,27,81.0,"{'owned': 9, 'beaten': 6, 'toplay': 5, 'dropped': 13, 'playing': 8}",8
450,Devil's Hunt,7,1,['PC'],2,"['Steam', 'GOG']",['Action'],2019-09-16,1.29,1,14,47.0,"{'yet': 3, 'owned': 19, 'beaten': 3, 'toplay': 11, 'dropped': 5}",9
451,Juicy Realm,2,4,"['PC', 'iOS', 'Apple Macintosh', 'Nintendo']",3,"['Steam', 'App Store', 'Nintendo Store']","['Indie', 'Adventure', 'Action', 'RPG']",2019-11-07,3.86,4,7,,"{'yet': 2, 'owned': 28, 'beaten': 3, 'toplay': 3, 'dropped': 3, 'playing': 2}",11
453,Falcon Age,0,2,"['PC', 'PlayStation']",2,"['PlayStation Store', 'Epic Games']","['Adventure', 'Action']",2019-04-09,2.71,3,6,,"{'yet': 4, 'owned': 20, 'beaten': 3, 'toplay': 11, 'dropped': 2}",4
